"Study_No"	"Study_ID"	"Arm_ID"	"Year"	"Drug"	"No_randomised"	"OverallEfficM"	"OverallEfficSD"	"OverallEfficN"	"PosM"	"PosSD"	"PosN"	"NegM"	"NegSD"	"NegN"	"DeprM"	"DeprSD"	"DeprN"	"QolM"	"QolSD"	"QolN"	"SocialFunctM"	"SocialFunctSD"	"SocialFunctN"	"WeightContM"	"WeightContSD"	"WeightContN"	"DefCritWeightGainDich"	"WeightDichN"	"ProlactinM"	"ProlactinSD"	"ProlactinN"	"ProlactinHyperDichN"	"QTcM"	"QTcSD"	"QTcN"	"QTcProlongN"	"NResponseMain"	"NReponseMainDef"	"NResponse50"	"NResponse20"	"DropoutInefficacy"	"DropoutTotal"	"SedationN"	"AntiParkinMedN"	"AkathisiaN"	"LibidoDecrAllN"	"LibidoIncrAllN"	"ErectileDysfunctionN"	"EjaculationDysfunctionN"	"AmenorrheaN"	"GalactorrhoeaN"	"TachykardiaN"	"BradykardiaN"	"ArrhythmiaN"	"ConstipationN"	"BlurredVisionN"	"UrinaryRetentionN"	"DryMouthN"	"HypotensionN"	"SeizuresN"	"LeukopeniaN"	"AgranulozytosisN"	"MaligNeuroSyndrN"	"PulmonaryEmbolismN"	"StrokeN"	"DeepVeinThrombosisN"	"DeathAllN"	"Randomisation"	"Allocation"	"BlindPersonalPatients"	"BlindOutcomeAssesment"	"MissingOutcomes"	"SelectiveReporting"	"OtherBias"	"MeanDose"	"DoseOlaEquivalent"	"Sponsor"	"Duration"	"DoseFixFlex"	"MeanAge"	"DurationIllYears"	"Diag_crit"	"NumberSites"	"ComplITT"	"Placebo"	"BaselineSeverity"	"No_male"	"Blinding_type"	"CalculatedSD"	"PlaceboChange"	"FailedStudy"	"CholinergicN"	"SexualSideEffN"	"RoBCategory"	"HighRoB"
"166"	325	"Mori 2004"	686	2004	"Olanzapine"	20	69.4	10.8	20	11.6	3.1	20	22.8	3.3	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	-1	-1	1	16.5	16.5	NA	8	2	59.9	34.51	"DSM-IV"	1	NA	0	82.1	NA	2	1	NA	0	NA	NA	3	1
"167"	325	"Mori 2004"	687	2004	"Quetiapine"	20	72.9	15.1	20	13.3	4.3	20	23.8	4.6	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	-1	-1	1	432.5	11.6775	NA	8	2	59.9	34.51	"DSM-IV"	1	NA	0	78.8	NA	2	1	NA	0	NA	NA	3	1
"168"	331	"NCT01104766"	700	2015	"Placebo"	153	-14.3	18.3	149	-5.3	6.1	149	-3	4.88	149	-2.3	2.44	149	-3.1	19.53	149	NA	NA	NA	0.1	3.61969389008628	153	">= 7%"	5	-16.9	37.2	153	NA	NA	NA	NA	0	29	"At least 30% PANSS reduction"	NA	NA	20	58	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	1	0	NA	0	6	1	38.2	12.5	"DSM-IV-TR"	57	1	1	96.5	97	2	1	-14.3	0	NA	NA	2	0
"169"	331	"NCT01104766"	699	2015	"Aripiprazole"	152	-21.2	17.15	150	-7.2	4.9	150	-4.2	3.67	150	-3.3	2.45	150	-12.8	19.6	150	NA	NA	NA	0.7	3.61969389008628	152	">= 7%"	9	-20.6	32.2	152	NA	NA	NA	NA	1	45	"At least 30% PANSS reduction"	NA	NA	8	38	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	1	10	6.71140939597315	0	6	1	39.3	12.4	"DSM-IV-TR"	57	1	1	95.6	94	2	1	NA	0	NA	NA	2	0
"170"	331	"NCT01104766"	76206	2015	"Cariprazine"	312	-21.6137704918033	18.573936036332	305	-7.15344262295082	6.18028554840491	305	-4.55147540983607	4.94251367521863	305	-3.20196721311475	2.47820137029094	305	-10.707868852459	19.77742172813	305	NA	NA	NA	0.699358974358974	3.61969389008628	312	">= 7%"	17	-18.2650641025641	47.5604244282025	312	NA	NA	NA	NA	0	86	"At least 30% PANSS reduction"	NA	NA	29	111	NA	NA	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	NA	NA	NA	NA	NA	NA	NA	2	0	0	0	0	1	1	1	4.50961538461539	15.0320512820513	1	6	1	38.2522435897436	NA	"DSM-IV-TR"	57	1	1	95.898717948718	199	2	1	NA	0	NA	NA	2	0
"171"	345	"Peuskens 1995"	731	1995	"Risperidone"	457	-18.2477	23.5079578	455	-4.35	6.86	455	-5.35	7.55	455	-2.05	3.62	455	NA	NA	NA	NA	NA	NA	1.05	3.61969389008628	455	"definition AE"	NA	31	28	190	NA	NA	NA	NA	NA	294	"at least 20% reduction of baseline total PANSS score"	NA	294	40	101	148	85	23	46	37	43	39	31	NA	71	NA	NA	70	52	NA	31	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	6.01	20.0333333333333	1	8	1	37.848	16.85	"DSM-III-R"	110	1	0	89.4	296	2	1	NA	0	70	46	1	0
"172"	345	"Peuskens 1995"	730	1995	"Haloperidol"	226	-15	21.8	223	-3.9	6.42	223	-4.8	6.87	223	-1.6	3.29	223	NA	NA	NA	NA	NA	NA	0	3.61969389008628	223	"definition AE"	NA	17	19	88	NA	NA	NA	NA	NA	133	"at least 20% reduction of baseline total PANSS score"	NA	133	22	63	89	67	17	26	17	29	15	24	NA	27	NA	NA	35	39	NA	48	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	10	20	0	8	1	38.1	16.1	"DSM-III-R"	110	1	0	88.8	150	2	1	NA	0	48	29	1	0
"173"	350	"Pi 1990, 01400"	740	1990	"Placebo"	5	55.5	12.3762000170927	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	"CGI - cutoff not indicated"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	-1	1	0	NA	0	4	2	28.2	8.41	"DSM-III"	1	1	1	91	NA	2	6	7	0	NA	NA	2	0
"174"	350	"Pi 1990, 01400"	741	1990	"Thioridazine"	7	49.5	12.3762000170927	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"CGI - cutoff not indicated"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	-1	1	500	20	1	4	2	28.2	8.41	"DSM-III"	1	1	1	101	NA	2	6	NA	0	NA	NA	2	0
"175"	359	"Potter 1989"	761	1989	"Clozapine"	17	29	12.3	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	325	16.25	0	8	2	32.4	5.8	"DSM-III"	1	NA	0	103	10	2	1	NA	0	NA	NA	2	0
"176"	359	"Potter 1989"	762	1989	"Chlorpromazine"	20	25	8.9	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	350	11.55	0	8	2	32.6	5	"DSM-III"	1	NA	0	115	11	2	1	NA	0	NA	NA	2	0
"177"	367	"Ramu 1999"	778	1999	"Chlorpromazine"	27	-17.8	11.95	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	"improved"	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	-1	-1	1	250	8.25	0	8	1	NA	NA	"clinical diagnosis"	1	2	1	NA	NA	2	1	NA	0	NA	NA	3	1
"178"	367	"Ramu 1999"	779	1999	"Placebo"	27	-10	14.03	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"improved"	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	-1	-1	1	0	NA	0	8	1	NA	NA	"clinical diagnosis"	1	2	1	NA	NA	2	1	NA	0	NA	NA	3	1
"179"	376	"Riedel 2007"	797	2007	"Olanzapine"	26	-17.88	20.71	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76	2.77	17	"?7%"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	-1	1	1	15.82	15.82	1	8	2	34.47	4.71	"DSM-IV"	1	2	0	90.06	11	2	1	NA	0	2	NA	2	0
"180"	376	"Riedel 2007"	798	2007	"Quetiapine"	26	-21.5	23.39	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.28	3.17	16	"?7%"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	-1	1	1	586.86	15.84522	0	8	2	36.69	8.44	"DSM-IV"	1	2	0	100.31	10	2	1	NA	0	8	NA	2	0
"181"	381	"Rosenheck 2003w6"	807	2003	"Haloperidol"	150	79	15.8	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	-1	11.2	22.4	0	6	2	46.2	21.8	"DSM-IV"	17	1	0	85.2	144	2	1	NA	0	NA	NA	2	0
"182"	381	"Rosenheck 2003w6"	808	2003	"Olanzapine"	159	79.9	15.5	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	-1	11.4	11.4	0	6	2	46.8	23.1	"DSM-IV"	17	1	0	87.5	154	2	1	NA	0	NA	NA	2	0
"183"	394	"Schmidt 2014"	837	2014	"Placebo"	101	-6.4	15.13	55	-2.6	5.27	55	-1.8	3.78	55	NA	NA	NA	-81.1	35.99	55	NA	NA	NA	NA	NA	NA	"? 7% increase in weight"	3	6.68	36.7063236773344	99	NA	NA	NA	NA	1	10	"50% PANSS reduction"	10	NA	34	52	3	3	5	0	1	0	0	0	0	3	0	0	1	0	NA	1	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	-1	1	0	NA	0	6	1	38	10.9	"DSM-IV"	59	1	1	90.2	59	2	1	-6.4	0	1	1	2	0
"184"	394	"Schmidt 2014"	836	2014	"Olanzapine"	93	-22.9	16.92	81	-7.4	5.85	81	-4.5	4.4	81	NA	NA	NA	-88.1	30.42	81	NA	NA	NA	2.7368	3.679814106	93	"? 7% increase in weight"	24	-6.06	36.7063236773344	93	NA	NA	NA	NA	0	22	"50% PANSS reduction"	22	NA	8	22	5	3	7	0	0	1	1	2	1	1	0	0	4	0	NA	5	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	-1	1	15	15	0	6	1	38.6	10.7	"DSM-IV"	59	1	1	91	49	2	1	NA	0	5	2	2	0
"185"	403	"Study 006"	902	2010	"Lurasidone"	99	-19.7	25.5	96	-4.8	5.6	96	-3.3	5.6	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	2.4	99	"? 10 kg"	NA	16	47.1	76	2	-0.1	22.09	98	0	46	"Reduction of ? 20 % from baseline to week 6 (LOCF) in BPRSd score"	NA	46	17	63	16	24	11	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	79.6	9.95	1	6	1	40.39	NA	"DSM-IV"	16	1	1	91.1	72	2	1	NA	0	4	0	1	0
"186"	403	"Study 006"	903	2010	"Placebo"	50	-4.6	26.4	49	-1.8	5.6	49	-1	5.6	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2.9	50	"? 10 kg"	NA	-2	9.02	39	0	2.2	21.24	49	0	9	"Reduction of ? 20 % from baseline to week 6 (LOCF) in BPRSd score"	NA	9	16	35	5	9	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	0	NA	0	6	1	38.1	NA	"DSM-IV"	16	1	1	93.3	42	2	1	-4.6	0	3	0	1	0
"187"	404	"Study 049"	904	2010	"Haloperidol"	73	-16	19.43	72	-5.7	6.1	72	-3.1	5.6	72	-2.7	8.1	72	NA	NA	NA	NA	NA	NA	0.1	3.09	71	">7% increase"	3	19.7	32.96	60	0	2.1	20.3	66	11	30	"20% BPRS"	NA	30	13	43	15	32	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	10	20	0	6	1	40	NA	"DSM-IV"	33	1	1	94.3	58	2	1	NA	1	3	NA	1	0
"188"	404	"Study 049"	905	2010	"Lurasidone"	140	-10.52	19.8	135	-3.4	6.2	135	-2.5	5.6	135	-1.8	8.2	135	NA	NA	NA	NA	NA	NA	0	4	137	">7% increase"	6	5.7	24.59	125	0	-0.4	21.71	132	12	75	"20% BPRS"	NA	75	26	79	26	28	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	60.3	7.5375	1	6	1	42.1	NA	"DSM-IV"	33	1	1	93.1	98	2	1	NA	1	7	NA	1	0
"189"	404	"Study 049"	906	2010	"Placebo"	72	-12.3	19.55	71	-3.4	6.2	71	-2.6	5.7	71	-1.9	8.2	71	NA	NA	NA	NA	NA	NA	0	3	69	">7% increase"	2	-2.8	9.09	69	0	-1.8	19	68	5	27	"20% BPRS"	NA	27	13	36	6	10	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	6	1	41	NA	"DSM-IV"	33	1	1	96.5	55	2	1	-12.3	1	9	NA	1	0
"190"	405	"Study 115 2000"	908	2000	"Placebo"	83	-0.4	23.11	80	-0.9	4.89	80	0.2	7.42	80	0.1	7.07	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	"weight gain reported as an AE"	NA	NA	NA	NA	NA	406.2	22.1	75	NA	NA	NA	NA	NA	35	56	5	26	9	0	0	1	1	0	NA	1	0	0	7	2	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	1	0	NA	0	6	1	38.9	NA	"DSM-III-R"	54	1	1	93.3	54	2	1	-0.4	0	7	1	2	0
"191"	405	"Study 115 2000"	909	2000	"Ziprasidone"	164	-8.44	19.83	158	-2.41	4.07	158	-2.15	7.18	158	-2.38	7.07	158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"weight gain reported as an AE"	NA	NA	NA	NA	NA	422.6	29.59	156	NA	NA	NA	NA	NA	40	77	36	51	15	1	0	0	0	1	NA	4	0	0	15	9	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	1	161.9512195	20.2439024375	0	6	1	38.95	NA	"DSM-III-R"	54	1	1	90.4	NA	2	1	NA	0	15	1	2	0
"192"	405	"Study 115 2000"	907	2000	"Haloperidol"	85	-15.2	27.84	82	-4.1	6.02	82	-3.1	7.82	82	-2.2	7.07	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	"weight gain reported as an AE"	NA	NA	NA	NA	NA	410.2	19.4	79	NA	NA	NA	NA	NA	13	37	20	43	24	0	0	1	0	1	NA	2	1	1	6	4	NA	10	2	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	1	15	30	0	6	1	38.8	NA	"DSM-III-R"	54	1	1	94.1	60	2	1	NA	0	10	1	2	0
"193"	412	"Study 3001"	925	2009	"Haloperidol"	146	-12.4	20.489239021633	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	11.9	23.8	0	6	2	37.3	12	"DSM-IV"	NA	1	0	89.4	NA	2	13	NA	0	NA	NA	2	0
"194"	412	"Study 3001"	926	2009	"Iloperidone"	454	-11.9	20.489239021633	454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	11.4	9.5	1	6	2	37.3	12	"DSM-IV"	NA	1	0	89.4	NA	2	13	NA	0	NA	NA	2	0
"195"	418	"Study 94202 2002"	940	2002	"Aripiprazole"	61	-15.9	27.04	54	-3.3	4.33	54	-3.65	5.44	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7% increase"	7	-6	36.7063236773344	61	NA	-6.6	24	57	NA	24	"30% PANSS reduction or CGI much improved"	NA	NA	6	20	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	30	20.1342281879195	1	4	1	38.8	NA	"DSM-IV"	22	1	1	91.4	46	2	2	NA	1	NA	NA	1	0
"196"	418	"Study 94202 2002"	941	2002	"Haloperidol"	63	-10.4	22.8	54	-3.8	4.77	54	-2	6.48459904431217	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7% increase"	9	13.6	36.7063236773344	63	NA	-0.7	24	57	NA	20	"30% PANSS reduction or CGI much improved"	NA	NA	12	29	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	10	20	0	4	1	38.91	NA	"DSM-IV"	22	1	1	91	52	2	2	NA	1	NA	NA	1	0
"197"	418	"Study 94202 2002"	942	2002	"Placebo"	64	-1.4	25.73	57	-2	4.771787117	57	-0.9	6.48459904431217	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7% increase"	1	0	36.7063236773344	64	NA	-4.5	24	61	NA	13	"30% PANSS reduction or CGI much improved"	NA	NA	20	35	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	0	NA	0	4	1	38.02	NA	"DSM-IV"	22	1	1	89.3	53	2	2	-1.4	1	NA	NA	1	0
"198"	421	"Svestka 2003a"	948	2003	"Quetiapine"	22	-43.91	20.94	22	-12.955	6.278	22	-9.591	4.905	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.27	16	22	"7%"	3	-14.735	26.074	20	5	0.64	27.18	14	NA	10	"at least 50% PANSS total reduction"	10	NA	0	NA	11	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	1	677.3	18.2871	0	6	2	32.4	7.07	"ICD-10"	2	1	0	102	0	2	1	NA	0	14	NA	1	0
"199"	421	"Svestka 2003a"	947	2003	"Olanzapine"	20	-45.65	11.96	20	-13.55	5.143	20	-8.55	4.533	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.85	16	20	"7%"	0	25.326	41.783	15	19	4.43	32.251	14	NA	8	"at least 50% PANSS total reduction"	8	NA	1	NA	9	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	1	19.5	19.5	0	6	2	39.5	7.03	"ICD-10"	2	1	0	98	0	2	1	NA	0	4	NA	1	0
"200"	423	"Svestka 2005"	951	2005	"Olanzapine"	24	51.92	18.33	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	1	NA	NA	0	6	NA	NA	NA	"ICD-10"	NA	1	0	NA	NA	2	2	NA	0	NA	NA	1	0
"201"	423	"Svestka 2005"	952	2005	"Ziprasidone"	24	60.29	18.33	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	5	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	0	1	1	NA	NA	0	6	NA	NA	NA	"ICD-10"	NA	1	0	NA	NA	2	2	NA	0	NA	NA	1	0
"202"	429	"Tetreault 1969a"	964	1969	"Chlorpromazine"	15	42.5	7.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	7	NA	1	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	1	600	19.8	0	12	1	50.5	NA	"clinical diagnosis"	1	NA	1	82	0	2	1	NA	0	1	NA	1	0
"203"	429	"Tetreault 1969a"	965	1969	"Placebo"	15	48.2	8.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	0	1	1	0	1	1	0	NA	0	12	1	50.5	NA	"clinical diagnosis"	1	NA	1	80	0	2	1	5	0	0	NA	1	0
"204"	447	"Wagner 2005"	1004	2005	"Amisulpride"	26	-45.28	23.53	18	-12.28	4.78	18	-34.68	31.21	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	"50% total reduction PANSS total"	15	NA	2	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0	1	1	1	511.1	14.8230858468678	0	8	2	38.3	9.8	"DSM-IV, ICD-10"	1	1	0	95.71	10	2	1	NA	0	NA	NA	1	0
"205"	447	"Wagner 2005"	1005	2005	"Olanzapine"	26	-33.33	22.15	18	-10.61	5.98	18	-26.06	26.46	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"50% total reduction in PANSS total"	10	NA	2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	0	1	1	1	15	15	1	8	2	34.3	7	"DSM-IV, ICD-10"	1	1	0	91.43	13	2	1	NA	0	NA	NA	1	0
"206"	456	"Wetzel 1991"	1024	1991	"Zotepine"	20	26.1	6.66	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-65.94	7.97	16	NA	NA	NA	NA	NA	26	7	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	0	0	-1	1	1	250	16.7448091091762	1	4	2	41.6	NA	"ICD-9"	1	2	0	104	9	2	1	NA	0	NA	NA	2	0
"207"	456	"Wetzel 1991"	1023	1991	"Perazine"	21	34.02	12.96	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-55.07	13.77	18	NA	NA	NA	NA	NA	56	34	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	0	0	-1	1	1	500	16.5	0	4	2	37.8	NA	"ICD-9"	1	2	0	103	7	2	1	NA	0	NA	NA	2	0
"208"	486	"Zimbroff 2007"	1088	2007	"Aripiprazole"	129	-24.6	19.1	126	-5.2	3.37	126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	3.61969389008628	128	"reported as AE"	NA	-9.8	36.7063236773344	112	0	2.5	24.81	108	7	NA	NA	NA	NA	9	40	17	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	1	14	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	20.9	14.0268456375839	0	4	2	39.8	NA	"DSM-IV"	25	1	0	98.1	80	2	1	NA	0	14	NA	1	0
